source,samples,labels,proba,success,test
cnd-5006-r.en-3,767,52,0.6188676920312924,True,1
cnd-5006-r.en-4,841,48,0.6163459707025631,True,0
cnd-5006-r.en-5,698,47,0.6081802343410084,True,0
cnd-5006-r.en-6,644,44,0.6080576890281971,True,0
cnd-5006-r.en-7,1292,55,0.6393037968260179,True,1
cnd-5007-c.fr-0,795,53,0.6116264447441239,True,0
cnd-5007-c.fr-1,702,45,0.619056088244993,True,0
cnd-5007-c.fr-2,674,45,0.5960055943737846,True,0
cnd-5007-s11.en-0,773,44,0.6255206813306948,True,0
cnd-5007-s11.en-1,559,40,0.6400509643911219,True,0
cnd-5007-tc.en-0,767,49,0.614845221922045,True,0
cnd-5007-tc.en-1,949,46,0.6345149664605653,True,1
cnd-5007-tc.en-2,730,44,0.6292455292681958,True,0
cnd-5007-tc.en-3,798,46,0.6273668140821352,True,1
cnd-5007-tc.en-4,452,42,0.6087894066936024,True,1
cnd-5008-s11.en-0,616,42,0.6387717876765373,True,0
cnd-5008-s12.fr-0,729,47,0.6344521129393772,True,0
cnd-5008-s2.en-0,701,46,0.6264466931401539,True,0
cnd-5010-c.en-0,676,45,0.5989432535082846,True,0
cnd-5010-c.en-1,629,49,0.6118646092661931,True,0
cnd-5010-c.en-2,715,46,0.6012646965640065,True,0
cnd-5010-c.fr-0,1023,52,0.6279637065740872,True,0
cnd-5010-c.fr-1,910,50,0.62179506329704,True,0
cnd-5010-c.fr-2,1028,49,0.6012794520665913,True,1
cnd-5010-r.fr-0,810,49,0.6317700050514681,True,0
cnd-5010-r.fr-1,1125,47,0.6356947661220246,True,1
cnd-5010-r.fr-2,1305,54,0.6298040777036867,True,0
cnd-5010-r.fr-3,963,51,0.6183639465665048,True,0
cnd-5010-r.fr-4,1225,52,0.6401514639640559,True,0
cnd-5010-r.fr-5,962,48,0.6196995839617577,True,0
cnd-5010-r.fr-6,771,46,0.6023198598851418,True,0
cnd-5010-r.fr-7,1343,61,0.6248852999826355,True,0
cnd-5011-s11.en-0,840,42,0.6355166139011045,True,0
cnd-5011-s11.en-1,587,39,0.6416245850238184,True,0
cnd-5011-s14.en-0,941,47,0.6374467324419002,True,0
cnd-5011-s14.en-1,640,43,0.619275011554117,True,0
cnd-5011-s2.en-0,679,45,0.617098400186635,True,0
cnd-5011-tc.en-0,405,42,0.6448498252764586,True,1
cnd-5012-d.en-0,707,44,0.6114935873486381,True,0
cnd-5012-d.en-1,820,38,0.6183293774506029,True,0
cnd-5012-d.en-2,234,37,0.6076208206317705,True,1
cnd-5013-r.fr-0,761,49,0.6317980534869995,True,0
cnd-5013-r.fr-1,1529,53,0.6546543829431111,True,0
cnd-5013-r.fr-2,1195,53,0.6211106811951527,True,1
cnd-5013-r.fr-3,1127,53,0.6271849609410806,True,0
cnd-5013-r.fr-4,1226,53,0.6377896839862309,True,0
cnd-5013-r.fr-5,1012,47,0.6166862751517274,True,0
cnd-5013-r.fr-6,890,50,0.6085123185555688,True,0
cnd-5013-r.fr-7,1468,62,0.6295936234962582,True,0
cnd-5013-sa.fr-0,749,46,0.6248798382607071,True,1
cnd-5013-sc.fr-0,1218,56,0.6276243844035694,True,0
cnd-5013-sc.fr-1,400,43,0.6060174639320832,True,0
cnd-5014-d.fr-0,999,48,0.6268970206445035,True,0
cnd-5014-d.fr-1,1003,50,0.6373783745767055,True,0
cnd-5014-s2.fr-0,850,47,0.6243613019916827,True,0
cnd-agr-1.en-0,1298,50,0.5773474956851079,True,0
cnd-agr-1.en-1,2973,56,0.660163041414675,True,0
cnd-b200.en-0,1031,51,0.6340951042396917,True,0
cnd-b200.en-1,1769,50,0.6596703511237427,True,0
cnd-b241.fr-0,1524,53,0.6439205097145797,True,0
cnd-b241.fr-1,874,46,0.6329103438495144,True,0
cnd-b243.en-0,910,47,0.634646971422359,True,1
cnd-b243.en-1,1229,46,0.6822663616439087,True,0
cnd-b256.fr-0,906,57,0.6377092455961895,True,1
cnd-b256.fr-1,2581,59,0.6667915234309147,True,1
cnd-b256.fr-2,1418,54,0.6559787741748665,True,0
cnd-b261.fr-0,548,49,0.6200471663423852,True,0
cnd-b261.fr-1,886,47,0.6566566971581826,True,0
cnd-b262.fr-0,750,58,0.6390601985264069,True,0
cnd-b262.fr-1,337,37,0.6599155980247817,True,0
cnd-b262.fr-2,770,51,0.6642531706495408,True,0
cnd-b262.fr-3,735,50,0.6613909375330966,True,1
cnd-b262.fr-4,834,51,0.6600724875161025,True,0
cnd-b262.fr-5,1018,53,0.6405487513351017,True,0
cnd-b265.en-0,579,57,0.6442126867031069,True,0
cnd-b265.en-1,264,38,0.6481802420497448,True,0
cnd-b265.en-2,873,57,0.6459299661458393,True,0
cnd-b269.en-0,941,42,0.6462883157048711,True,0
cnd-b269.en-1,1342,47,0.6428281389385421,True,0
cnd-b284.en-0,1650,51,0.6431110718080651,True,0
cnd-b284.en-1,2740,49,0.6665725693188145,True,0
cnd-b300.en-0,419,35,0.62880919310163,True,0
cnd-b300.en-1,596,48,0.6400406480935287,True,0
cnd-b300.en-10,205,30,0.62568642811739,True,0
cnd-b300.en-11,794,47,0.6485330104856267,True,0
cnd-b300.en-12,734,42,0.6713056088147775,True,0
cnd-b300.en-2,455,43,0.6423420364812635,True,0
cnd-b300.en-3,354,45,0.6468838846607969,True,1
cnd-b300.en-4,323,37,0.6312701441508818,True,0
cnd-b300.en-5,372,37,0.6142198846691522,True,0
cnd-b300.en-6,209,30,0.6275070486686007,True,0
cnd-b300.en-7,204,30,0.6247773854970011,True,0
cnd-b300.en-8,196,31,0.6247969343381715,True,0
cnd-b300.en-9,195,31,0.6237361831996305,True,1
cnd-b400-1.fr-0,798,47,0.6246516861403881,True,0
cnd-b400-1.fr-1,780,47,0.6237202338355547,True,0
cnd-b400-1.fr-2,644,40,0.6361120092742849,True,1
cnd-b400-2.en-0,565,39,0.6252161771869807,True,0
cnd-b400-2.en-1,893,44,0.6276464760598118,True,0
cnd-b400-6.en-0,612,40,0.6317668484273049,True,1
cnd-b400-6.en-1,750,43,0.6186600229200223,True,0
cnd-b402-1.fr-0,529,35,0.6329786688044856,True,0
cnd-b402-1.fr-1,1385,52,0.636797155984351,True,0
cnd-b402.en-0,396,40,0.6259797688502092,True,0
cnd-b402.en-1,367,40,0.6275315430983696,True,0
cnd-b402.en-2,793,47,0.6437640411964111,True,0
cnd-b402.en-3,704,42,0.6490291153960694,True,0
cnd-b502.en-0,393,40,0.6229497376951656,True,0
cnd-b502.en-1,490,42,0.630202971994599,True,0
cnd-b502.en-2,565,37,0.6502850039656533,True,0
cnd-b502.en-3,783,48,0.6431960806021821,True,0
cnd-b502.en-4,362,40,0.6330400876083244,True,0
cnd-b601.en-0,373,41,0.6334092677674422,True,0
cnd-b601.en-1,305,36,0.6363186631059741,True,0
cnd-b601.en-2,1136,47,0.6533498233244418,True,1
cnd-b602.en-0,328,37,0.6172653837892872,True,0
cnd-b602.en-1,426,44,0.6571689671091164,True,0
cnd-b602.en-2,645,43,0.6352970531517134,True,1
cnd-b602.en-3,452,46,0.6493536672148248,True,0
cnd-cpt16.en-0,1060,47,0.6463693318899912,True,1
cnd-cpt16.en-1,934,54,0.6311928006530092,True,0
cnd-cpt16.fr-0,1310,55,0.648491671861721,True,0
cnd-cpt16.fr-1,1152,59,0.6294064063719296,True,1
cnd-e412.fr-0,518,41,0.6404335167977641,True,1
cnd-e414.fr-0,662,46,0.6424172851142198,True,0
cnd-e414.fr-1,414,35,0.6495234885896826,True,1
cnd-e432.en-0,981,43,0.6351277439412627,True,0
cnd-e432.en-1,677,40,0.6420173122727586,True,0
cnd-e447.fr-0,1757,50,0.6670071734561045,True,0
cnd-e448.en-0,888,51,0.6467860663228459,True,0
cnd-e60.fr-0,1508,59,0.6397364061814637,True,0
cnd-e60.fr-1,1511,47,0.6615947924050256,True,1
cnd-e691.en-0,727,42,0.640147390106611,True,0
cnd-e696.en-0,585,48,0.6445495510363916,True,0
cnd-gst10.en-0,505,41,0.6297405394604252,True,0
cnd-gst10.en-1,340,37,0.6284652011853831,True,0
cnd-gst10.en-2,268,43,0.6211232288337969,True,0
cnd-gst10.en-3,249,41,0.6261752667393083,True,0
cnd-gst10.en-4,545,42,0.6477235986855264,True,0
cnd-gst10.en-5,1722,44,0.644507924912697,True,1
cnd-gst106.en-0,522,44,0.64536769637723,True,0
cnd-gst106.en-1,1093,37,0.6663238119638724,True,0
cnd-gst106.en-2,563,41,0.6502387860191431,True,0
cnd-gst106.en-3,1675,48,0.6535080989734381,True,0
cnd-gst111.en-0,602,46,0.642429047704684,True,0
cnd-gst111.en-1,497,44,0.6305647157263289,True,0
cnd-gst111.en-2,897,36,0.6504092170338317,True,0
cnd-gst111.en-3,752,34,0.6448678957020942,True,0
cnd-gst111.en-4,651,43,0.6231174610259563,True,0
cnd-gst111.en-5,867,53,0.6359952070173627,True,0
cnd-gst116.fr-0,1114,52,0.6330476325136243,True,1
cnd-gst116.fr-1,1491,48,0.6413722498650398,True,1
cnd-gst116.fr-2,1101,41,0.641728174075578,True,0
cnd-gst116.fr-3,1114,46,0.6488407533683541,True,0
cnd-gst116.fr-4,1288,48,0.6483809670253651,True,0
cnd-gst116.fr-5,1870,44,0.6415259307057253,True,0
cnd-gst116.fr-6,1461,48,0.6447093546502123,True,0
cnd-gst118.fr-0,1014,50,0.6333734727649695,True,0
cnd-gst118.fr-1,1462,48,0.6394192930160433,True,1
cnd-gst118.fr-2,2235,48,0.647043303611546,True,0
cnd-gst118.fr-3,1734,44,0.645939587118295,True,0
cnd-gst118.fr-4,228,38,0.6267868529042877,True,0
cnd-gst145.fr-0,957,48,0.6409302758422855,True,0
cnd-gst145.fr-1,892,44,0.6360096731985881,True,1
cnd-gst17.fr-0,732,41,0.6445100003800995,True,0
cnd-gst17.fr-1,710,40,0.6479486468737619,True,0
cnd-gst17.fr-2,1741,47,0.6466882550578595,True,1
cnd-gst17.fr-3,1333,44,0.636737128254883,True,0
cnd-gst189.en-0,475,45,0.6270348350987159,True,1
cnd-gst189.en-1,705,44,0.6263552843234983,True,0
cnd-gst189.en-2,876,50,0.6292541805274441,True,0
cnd-gst189.en-3,448,40,0.6436122493301898,True,1
cnd-gst189.en-4,320,45,0.6150758447844125,True,0
cnd-gst189.en-5,1008,52,0.6417561441173658,True,0
cnd-gst189.en-6,1022,43,0.6467494620587445,True,0
cnd-gst190a.en-0,718,33,0.6298313573732611,True,0
cnd-gst190a.en-1,581,42,0.6319860472570549,True,0
cnd-gst20-1.fr-0,1032,51,0.6298033400913653,True,0
cnd-gst20-1.fr-1,1868,50,0.6447766191170744,True,0
cnd-gst20.fr-0,668,47,0.6247716603502257,True,0
cnd-gst20.fr-1,641,49,0.6310961815683447,True,0
cnd-gst20.fr-2,717,46,0.6399215922583475,True,0
cnd-gst20.fr-3,1846,48,0.651065421878173,True,0
cnd-gst20.fr-4,1771,52,0.6462416241660057,True,0
cnd-gst21.fr-0,666,33,0.6420542378970493,True,0
cnd-gst21.fr-1,603,38,0.6327031175700669,True,0
cnd-gst21.fr-2,1029,46,0.6429671002899324,True,0
cnd-gst21.fr-3,2148,46,0.6551131559808766,True,0
cnd-gst21.fr-4,778,45,0.6356832660871194,True,0
cnd-gst29.fr-0,1361,41,0.647739768147396,True,1
cnd-gst29.fr-1,754,42,0.6264400093844411,True,0
cnd-gst29.fr-2,814,45,0.6354895853715278,True,0
cnd-gst29.fr-3,627,44,0.6338542636886387,True,0
cnd-gst29.fr-4,458,43,0.6416544200919326,True,0
cnd-gst29.fr-5,760,49,0.6466925726771514,True,1
cnd-gst29.fr-6,1572,43,0.652463555631362,True,0
cnd-gst30.en-0,288,33,0.5989764101700611,True,1
cnd-gst30.en-1,914,45,0.642530596939954,True,0
cnd-gst30.en-2,1893,41,0.642947063588024,True,1
cnd-gst30.en-3,1436,47,0.647356237724311,True,0
cnd-gst30.fr-0,368,34,0.6120610856990312,True,0
cnd-gst30.fr-1,1160,49,0.6403468561123358,True,0
cnd-gst30.fr-2,2172,51,0.6458736061445824,True,0
cnd-gst30.fr-3,1549,49,0.6385076412170092,True,0
cnd-gst31.en-0,664,46,0.6376581623005041,True,0
cnd-gst31.en-1,443,45,0.6277887557955124,True,0
cnd-gst31.en-2,265,39,0.6167242678518597,True,0
cnd-gst31.en-3,245,42,0.6260026022448862,True,0
cnd-gst31.en-4,551,42,0.6501319574488457,True,1
cnd-gst31.en-5,974,40,0.6331146079721225,True,0
cnd-gst31.fr-0,787,44,0.6474654453046436,True,0
cnd-gst31.fr-1,615,44,0.6467343878706961,True,0
cnd-gst31.fr-2,271,40,0.6181073547611817,True,0
cnd-gst31.fr-3,234,37,0.6156924286252617,True,0
cnd-gst31.fr-4,661,43,0.644849279275169,True,0
cnd-gst31.fr-5,1315,47,0.6462907376326581,True,0
cnd-gst352.en-0,486,50,0.6097771872390919,True,1
cnd-gst44.en-0,377,39,0.6130316516885038,True,0
cnd-gst44.en-1,884,44,0.6364383677092404,True,0
cnd-gst44.en-2,1933,47,0.6570502540358315,True,0
cnd-gst44.en-3,296,34,0.6559243439326268,True,0
cnd-gst488.fr-0,493,39,0.6403549272464495,True,0
cnd-gst488.fr-1,1246,55,0.6434075349150984,True,1
cnd-gst488.fr-2,866,45,0.6482884728009929,True,0
cnd-gst494.fr-0,753,48,0.6293572973563482,True,0
cnd-gst494.fr-1,1651,56,0.6312074747932174,True,1
cnd-gst494.fr-10,248,28,0.628346082001847,True,0
cnd-gst494.fr-11,396,34,0.6235883089334762,True,0
cnd-gst494.fr-2,1197,51,0.6282489215534504,True,0
cnd-gst494.fr-3,908,52,0.6055024160291258,True,0
cnd-gst494.fr-4,751,44,0.647912407867621,True,0
cnd-gst494.fr-5,2022,51,0.6405600366090843,True,0
cnd-gst494.fr-6,406,37,0.6724813621878515,True,0
cnd-gst494.fr-7,515,36,0.6527562317837925,True,0
cnd-gst494.fr-8,207,33,0.6067012143088143,True,0
cnd-gst494.fr-9,302,28,0.6295314513752449,True,0
cnd-gst525.fr-0,1255,52,0.6340277585854082,True,1
cnd-gst525.fr-1,699,44,0.6345757404001116,True,0
cnd-gst525.fr-2,678,49,0.6317815516881821,True,0
cnd-gst525.fr-3,898,48,0.6406649444878428,True,0
cnd-gst525.fr-4,817,49,0.626668434162294,True,0
cnd-gst525.fr-5,520,42,0.6050961022908878,True,0
cnd-gst525.fr-6,749,50,0.6393068362050063,True,1
cnd-gst528.en-0,720,45,0.6286175590630892,True,0
cnd-gst528.en-1,700,41,0.632973417485832,True,0
cnd-gst528.en-2,1721,35,0.6627358602247269,True,0
cnd-gst528.en-3,546,47,0.6545557393081296,True,1
cnd-gst531.fr-0,1153,52,0.6377812638946605,True,0
cnd-gst531.fr-1,2946,59,0.6686391624595613,True,0
cnd-gst532.en-0,331,40,0.6092110719314117,True,1
cnd-gst532.en-1,450,31,0.6223016670025462,True,0
cnd-gst532.en-2,886,42,0.6436106781019977,True,1
cnd-gst532.en-3,1848,43,0.6543343594368273,True,0
cnd-gst60.en-0,1664,53,0.6637700965237557,True,0
cnd-gst60.en-1,1158,54,0.6447755375272215,True,0
cnd-gst60.en-2,3200,55,0.6739646479700075,True,0
cnd-gst60.en-3,343,36,0.6559792911766332,True,1
cnd-l100-1.en-0,641,41,0.6365764839880295,True,0
cnd-l100-1.en-1,1113,47,0.6585768334422307,True,0
cnd-l100-2.en-0,683,44,0.6376660462167771,True,0
cnd-l100-2.en-1,1167,49,0.6461845150537997,True,0
cnd-l302.fr-0,921,42,0.6197799397206061,True,0
cnd-l302.fr-1,386,36,0.6344364234035728,True,0
cnd-l302.fr-2,615,45,0.6383771258409963,True,0
cnd-l400.en-0,454,42,0.6206039388529675,True,1
cnd-l400.en-1,279,34,0.6185078700087306,True,0
cnd-l400.en-2,419,40,0.642881055869863,True,0
cnd-l400.en-3,876,44,0.639651700279491,True,0
cnd-l400.en-4,625,39,0.6536862754812631,True,0
cnd-l401-2.fr-0,402,35,0.6371520961102988,True,1
cnd-l401-2.fr-1,1107,50,0.6435122834416894,True,0
cnd-l404.en-0,743,44,0.6338548080649097,True,0
cnd-l404.en-1,866,44,0.633242831264009,True,0
cnd-l500-2.fr-0,965,44,0.6426755384479979,True,0
cnd-l500-2.fr-1,568,39,0.6535442160787921,True,0
cnd-l500-2.fr-2,380,38,0.6500339553868866,True,0
cnd-l500-2.fr-3,394,36,0.6509035732854273,True,0
cnd-l500-2.fr-4,319,35,0.6535126268602022,True,0
cnd-l500-2.fr-5,351,38,0.6528008798761724,True,0
cnd-l500-2.fr-6,879,42,0.6443371049339246,True,0
cnd-l500-2.fr-7,356,42,0.6283517206594503,True,1
cnd-l600-a.fr-0,392,41,0.6297139000962821,True,0
cnd-l600-a.fr-1,359,38,0.6225638159491831,True,0
cnd-l600-a.fr-2,677,44,0.6422039479166273,True,0
cnd-n10.fr-0,1284,62,0.6389589690775362,True,0
cnd-n10.fr-1,1341,49,0.6592857246144103,True,0
cnd-n15-1.fr-0,1388,55,0.6402012993858859,True,0
cnd-nr301.en-0,1243,53,0.6486134047733055,True,1
cnd-nr301.en-1,2824,57,0.6514855528790685,True,1
cnd-nr301.en-2,2381,48,0.6635860196017397,True,0
cnd-nr301.fr-0,1302,52,0.6451821243870712,True,1
cnd-nr301.fr-1,1492,52,0.586198901039251,True,0
cnd-nr301.fr-2,2020,49,0.6374326002122762,True,1
cnd-nr304.en-0,855,45,0.6379264093846042,True,0
cnd-nr304.en-1,1001,51,0.6561659022677298,True,1
cnd-rc116.en-0,809,48,0.6235906425783112,True,0
cnd-rc193.fr-0,430,37,0.6311248551529381,True,0
cnd-rc193.fr-1,874,48,0.641594467553719,True,0
cnd-rc224.en-0,1707,47,0.6733011732546755,True,0
cnd-rc226.fr-0,1849,59,0.6422594007835889,True,0
cnd-rc230.fr-0,885,49,0.6455675121003777,True,1
cnd-rc230.fr-1,1322,48,0.6545085532390683,True,0
cnd-rc231.fr-0,616,45,0.6333826371933359,True,0
cnd-rc234.fr-0,1144,46,0.6532299042494133,True,0
cnd-rc234.fr-1,1120,44,0.6420199536524474,True,0
cnd-rc240.en-0,1649,50,0.6598840345647743,True,0
cnd-rc240.en-1,2540,46,0.659063408108861,True,0
cnd-rc249.en-0,1123,49,0.6547594144731278,True,0
cnd-rc249.en-1,676,47,0.6421210887711496,True,1
cnd-rc249.en-2,2601,47,0.6732764497147277,True,0
cnd-rc268.fr-0,1138,48,0.6438727040345341,True,0
cnd-rc268.fr-1,587,40,0.6403769399060112,True,1
cnd-rc269.en-0,637,41,0.6194606245964189,True,0
cnd-rc269.en-1,1236,41,0.6467645435005867,True,0
cnd-rc269.en-2,885,43,0.6376132973656945,True,0
cnd-rc269.en-3,1355,45,0.6535732515971024,True,0
cnd-rc298.en-0,942,46,0.641798266943608,True,0
cnd-rc298.en-1,1855,47,0.6640138147590956,True,0
cnd-rc368.fr-0,1004,54,0.6386242257919862,True,0
cnd-rc368.fr-1,736,54,0.6480748223892964,True,0
cnd-rc368.fr-2,824,48,0.6408990092450693,True,0
cnd-rc368.fr-3,1101,51,0.6445690800498678,True,0
cnd-rc378.en-0,704,40,0.6444189019673426,True,0
cnd-rc378.en-1,2105,46,0.6676856900858854,True,0
cnd-rc378.fr-0,804,43,0.6372738112854572,True,0
cnd-rc378.fr-1,2795,53,0.6691168509883226,True,0
cnd-rc381.fr-0,1120,48,0.6420856714978288,True,0
cnd-rc381.fr-1,1666,47,0.6571380916146464,True,0
cnd-rc381.fr-10,686,43,0.6163968313369139,True,1
cnd-rc381.fr-11,878,43,0.6407570211820963,True,0
cnd-rc381.fr-2,1658,44,0.6637412023898026,True,0
cnd-rc381.fr-3,914,45,0.62701673553278,True,0
cnd-rc381.fr-4,992,45,0.6195982842779679,True,0
cnd-rc381.fr-5,1265,46,0.6450892313561789,True,0
cnd-rc381.fr-6,773,46,0.6106710964142112,True,0
cnd-rc381.fr-7,840,44,0.6369623956072547,True,0
cnd-rc381.fr-8,524,41,0.6459978875695827,True,0
cnd-rc381.fr-9,849,43,0.6209808207924457,True,0
cnd-rc391.fr-0,551,45,0.6373178076146102,True,1
cnd-rc391.fr-1,2288,57,0.6604031546968746,True,1
cnd-rc4288.fr-0,1698,48,0.6525300001366736,True,1
cnd-rc4288.fr-1,638,44,0.6286335506261753,True,1
cnd-rc4288.fr-2,1313,50,0.6433623491366839,True,0
cnd-rc4288.fr-3,682,52,0.6340748791768607,True,0
cnd-rc438.fr-0,1733,62,0.6482504441693461,True,0
cnd-rc438.fr-1,673,44,0.6118871885468058,True,0
cnd-rc438.fr-2,429,41,0.6130974721828142,True,1
cnd-rc438.fr-3,580,39,0.6052613047483233,True,0
cnd-rc438.fr-4,3326,60,0.653199965600017,True,0
cnd-rc438.fr-5,4136,52,0.6626160122978074,True,0
cnd-rc438.fr-6,4080,52,0.6568276970899334,True,0
cnd-rc438.fr-7,1468,51,0.6605502062894264,True,0
cnd-rc4521.fr-0,886,48,0.6385584613656803,True,0
cnd-rc4521.fr-1,1030,48,0.6498991647232231,True,0
cnd-rc4521.fr-2,726,42,0.6496978779252223,True,0
cnd-rc4521.fr-3,1906,43,0.6366941421909637,True,0
cnd-rc4521.fr-4,1353,49,0.6456708930710368,True,1
cnd-rc4522.en-0,733,45,0.6155129260007963,True,0
cnd-rc4522.en-1,903,43,0.64130166632707,True,0
cnd-rc4522.en-2,884,45,0.6459417380838409,True,0
cnd-rc4522.en-3,1640,45,0.649125847662438,True,0
cnd-rc4522.en-4,1242,45,0.6516545024850199,True,1
cnd-rc4532.en-0,742,44,0.6303064485904895,True,0
cnd-rc4532.en-1,1009,48,0.6446662759398955,True,0
cnd-rc4532.en-2,1918,49,0.6634488718254554,True,0
cnd-rc4532.en-3,909,38,0.6589088122409109,True,0
cnd-rc4600.en-0,505,45,0.6241800710858011,True,1
cnd-rc4600.en-1,1409,49,0.6419253802813443,True,0
cnd-rc4600.en-2,1308,52,0.6427793261361173,True,0
cnd-rc4600.fr-0,575,46,0.6333590632332053,True,0
cnd-rc4600.fr-1,1918,58,0.6707647893296361,True,1
cnd-rc4600.fr-2,1534,52,0.6487768977495064,True,1
cnd-rc4601.fr-0,553,39,0.6275961200565967,True,1
cnd-rc4601.fr-1,1384,48,0.6470396459348607,True,1
cnd-rc4601.fr-2,1756,47,0.6397326427527668,True,0
cnd-rc4601.fr-3,941,45,0.6374824889986778,True,0
cnd-rc4602.en-0,732,40,0.6189883730890227,True,1
cnd-rc4602.en-1,757,42,0.6505329883255945,True,0
cnd-rc4602.en-2,173,22,0.602742934209625,True,0
cnd-rc4602.en-3,622,42,0.6382757485713203,True,0
cnd-rc4602.en-4,1689,45,0.6387213874168244,True,0
cnd-rc4602.en-5,1669,43,0.6469092278114287,True,0
cnd-rc4604-1.en-0,778,40,0.6317294923521708,True,0
cnd-rc4604-1.en-1,254,25,0.6187000652129249,True,0
cnd-rc4604-1.en-2,1155,49,0.6311450209133365,True,1
cnd-rc4604-1.en-3,2371,45,0.6436779159731494,True,0
cnd-rc4604-1.en-4,1772,36,0.647465641303288,True,1
cnd-rc4604-1.en-5,545,44,0.6270391515394765,True,0
cnd-rc4606.fr-0,784,44,0.6299909340291192,True,0
cnd-rc4606.fr-1,1100,50,0.6374924772511628,True,0
cnd-rc4606.fr-2,2219,45,0.6480477481910933,True,0
cnd-rc4606.fr-3,1564,49,0.650397671752085,True,1
cnd-rc4606.fr-4,1714,47,0.6414233116015574,True,0
cnd-rc4609.en-0,775,47,0.6229311795980467,True,0
cnd-rc4609.en-1,531,42,0.617381446350927,True,0
cnd-rc4609.en-2,579,42,0.6521060137674473,True,0
cnd-rc4609.en-3,1903,43,0.6413493017491303,True,0
cnd-rc4609.en-4,1897,44,0.6430561982696661,True,0
cnd-rc4609.en-5,1502,40,0.6501631600566349,True,0
cnd-rc471.fr-0,1585,59,0.6362855410304756,True,0
cnd-rc565.en-0,542,38,0.6373782385516104,True,0
